page_likes,page_interaction,page_category,tot_no_comments_bef,no_comments_24h,no_comments_48_24h,no_comments_24h_after_pub,delta_48_24h,character_count_post,no_shares_post,day_posted,current_day,has_new_comments,ID
321135,1651,16,1,0,1,1,-1,22,1,THURSDAY,SATURDAY,NA,P10950
1155,17,22,0,0,0,0,0,369,2,TUESDAY,WEDNESDAY,NA,P10951
115804,22,46,1,1,0,1,1,6,36,FRIDAY,FRIDAY,NA,P10952
1490561,150433,38,46,46,0,46,46,2,193,SUNDAY,SUNDAY,NA,P10953
101655,33,8,0,0,0,0,0,137,1,THURSDAY,SATURDAY,NA,P10954
155048,34292,18,57,19,38,57,-19,64,15,WEDNESDAY,THURSDAY,NA,P10955
2549867,177095,9,205,78,127,204,-49,137,313,TUESDAY,THURSDAY,NA,P10956
1548,581,16,2,0,2,2,-2,49,1,SATURDAY,SUNDAY,NA,P10957
6991,550,80,3,1,0,2,1,172,2,THURSDAY,SATURDAY,NA,P10958
189,4,4,1,1,0,1,1,122,1,MONDAY,TUESDAY,NA,P10959
1259,0,2,5,5,0,5,5,175,1,SUNDAY,SUNDAY,NA,P10960
996915,86122,24,374,3,30,342,-27,85,30,FRIDAY,MONDAY,NA,P10961
47872,3957,45,2,2,0,2,2,109,1,MONDAY,WEDNESDAY,NA,P10962
99033,1053,32,5,2,3,5,-1,0,1,FRIDAY,SUNDAY,NA,P10963
2549867,177095,9,105,4,101,105,-97,158,231,SUNDAY,TUESDAY,NA,P10964
210176,33484,18,51,8,43,44,-35,32,24,TUESDAY,THURSDAY,NA,P10965
155266,2454,60,0,0,0,0,0,21,2,WEDNESDAY,WEDNESDAY,NA,P10966
253349,1888,44,14,3,0,11,3,0,20,MONDAY,THURSDAY,NA,P10967
4488,124,40,1,1,0,1,1,1658,13,MONDAY,TUESDAY,NA,P10968
433536,11192,24,51,0,8,48,-8,72,2,SATURDAY,MONDAY,NA,P10969
9249800,88864,22,44,14,30,42,-16,70,108,FRIDAY,SUNDAY,NA,P10970
5925349,308173,9,0,0,0,0,0,158,56,THURSDAY,THURSDAY,NA,P10971
206412,1464,18,1,1,0,0,1,7,66,SATURDAY,MONDAY,NA,P10972
358398,8153,18,15,15,0,15,15,114,2,FRIDAY,FRIDAY,NA,P10973
20329,136,24,0,0,0,0,0,114,1,SUNDAY,SUNDAY,NA,P10974
2001197,1053,2,2,2,0,2,2,920,1,TUESDAY,WEDNESDAY,NA,P10975
4233,1005,18,5,5,0,5,5,16,2,SATURDAY,SUNDAY,NA,P10976
9108,35,8,1,1,0,1,1,0,1,SUNDAY,MONDAY,NA,P10977
4024,0,16,0,0,0,0,0,27,1,SUNDAY,MONDAY,NA,P10978
565299,53207,18,69,69,0,69,69,15,2493,WEDNESDAY,WEDNESDAY,NA,P10979
879585,49540,9,52,52,0,52,52,63,72,SUNDAY,MONDAY,NA,P10980
242526,701,4,4,1,3,4,-2,157,2,SUNDAY,MONDAY,NA,P10981
16146,1994,36,10,3,7,7,-4,105,59,TUESDAY,THURSDAY,NA,P10982
1433518,101466,9,101,4,97,100,-93,45,107,SATURDAY,MONDAY,NA,P10983
1847,65,17,11,0,2,9,-2,227,1,SATURDAY,TUESDAY,NA,P10984
84343,100,24,34,34,0,34,34,39,18,WEDNESDAY,THURSDAY,NA,P10985
2046147,123685,9,109,7,102,103,-95,16,39,FRIDAY,SUNDAY,NA,P10986
1204214,6418,1,1,0,0,1,0,39,15,THURSDAY,SUNDAY,NA,P10987
1174,3,24,0,0,0,0,0,93,4,SATURDAY,SUNDAY,NA,P10988
32745,770,32,0,0,0,0,0,82,6,FRIDAY,FRIDAY,NA,P10989
12502094,36292,14,0,0,0,0,0,39,16,THURSDAY,THURSDAY,NA,P10990
683375,16319,31,85,85,0,85,85,170,154,TUESDAY,WEDNESDAY,NA,P10991
3280313,39324,14,247,27,220,241,-193,395,478,SATURDAY,MONDAY,NA,P10992
1433518,101466,9,139,139,0,139,139,158,394,FRIDAY,FRIDAY,NA,P10993
11782829,11421,14,559,46,252,490,-206,65,767,THURSDAY,SUNDAY,NA,P10994
4125,255,27,0,0,0,0,0,45,2,FRIDAY,SUNDAY,NA,P10995
1145,39,59,0,0,0,0,0,32,1,SATURDAY,SUNDAY,NA,P10996
246883,10884,24,75,5,15,58,-10,0,475,MONDAY,THURSDAY,NA,P10997
3337470,11736,40,37,7,30,36,-23,399,31,THURSDAY,FRIDAY,NA,P10998
16272,311,24,11,0,11,11,-11,382,17,SUNDAY,TUESDAY,NA,P10999
10590,203,38,0,0,0,0,0,35,1,WEDNESDAY,THURSDAY,NA,P11000
